City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Hopelchén,19.7667,-89.85,82.4,69,40,9.22,MX,1614885234
Pochutla,15.7432,-96.4661,91.0,43,40,11.5,MX,1614885234
Hilo,19.7297,-155.09,73.4,64,1,4.54,US,1614885182
Lethem,3.3803,-59.7968,87.8,58,40,13.8,GY,1614885235
Yar-Sale,66.8333,70.8333,10.98,96,100,7.54,RU,1614885235
Ribeira Grande,38.5167,-28.7,60.8,67,20,6.91,PT,1614885236
Saint Paul Harbor,57.79,-152.4072,30.2,59,1,11.5,US,1614884951
New Norfolk,-42.7826,147.0587,52.0,60,77,1.99,AU,1614885236
Bantogon,6.5333,124.0333,77.18,78,84,4.7,PH,1614885237
Marzuq,14.4,46.4667,63.3,54,0,6.04,YE,1614885237
Bambous Virieux,-20.3428,57.7575,77.0,83,20,6.91,MU,1614884957
Saint-Philippe,-21.3585,55.7679,78.8,78,90,5.75,RE,1614885237
Busselton,-33.65,115.3333,66.99,98,100,8.59,AU,1614885237
Walvis Bay,-22.9575,14.5053,79.86,38,0,19.8,NA,1614884814
Simao,22.7886,100.9748,56.5,44,0,2.55,CN,1614885195
Olutanga,7.3106,122.8464,80.89,73,18,6.2,PH,1614885238
Half Moon Bay,37.4636,-122.4286,59.0,71,1,8.05,US,1614884879
Banda Aceh,5.5577,95.3222,79.65,83,1,6.76,ID,1614885196
Leningradskiy,69.3833,178.4167,1.71,91,100,32.93,RU,1614884935
Povenets,62.8487,34.8262,15.75,96,87,6.89,RU,1614885239
Nome,64.5011,-165.4064,1.4,71,90,35.68,US,1614884997
Mahébourg,-20.4081,57.7,77.0,83,20,6.91,MU,1614884878
Hachinohe,40.5,141.5,41.2,79,100,8.59,JP,1614885285
Tuktoyaktuk,69.4541,-133.0374,-22.0,69,20,3.44,CA,1614885285
Coburg,50.2667,10.9667,46.0,90,100,4.68,DE,1614885200
Arraial do Cabo,-22.9661,-42.0278,84.2,58,0,13.8,BR,1614885286
Brae,60.3964,-1.353,35.6,64,75,8.05,GB,1614885287
Batagay-Alyta,67.8006,130.4114,-21.84,82,100,3.56,RU,1614885287
Yārāda,17.65,83.2667,75.2,83,0,2.3,IN,1614885287
Ambulu,-8.345,113.6058,75.54,84,100,3.09,ID,1614885288
Qaanaaq,77.484,-69.3632,-23.58,71,0,9.33,GL,1614885289
Trairi,-3.2778,-39.2689,84.16,67,94,12.53,BR,1614885147
Iqaluit,63.7506,-68.5145,23.0,46,90,11.5,CA,1614884695
East London,-33.0153,27.9116,69.8,94,75,6.91,ZA,1614885290
Avarua,-21.2078,-159.775,82.4,83,75,10.36,CK,1614885109
Timizart,36.8,4.2667,51.49,82,79,2.53,DZ,1614885292
San Policarpo,12.1791,125.5072,79.5,80,5,12.28,PH,1614885015
Tricase,39.9304,18.3553,53.6,82,0,5.75,IT,1614885292
Chokurdakh,70.6333,147.9167,-10.77,90,100,21.21,RU,1614885292
Scarborough,54.2797,-0.4044,39.0,74,100,4.0,GB,1614884612
Berbera,10.4396,45.0143,78.1,79,0,7.29,SO,1614885293
Mossamedes,-15.1961,12.1522,75.31,85,83,2.39,AO,1614885293
Zhigansk,66.7697,123.3711,-36.44,83,2,0.63,RU,1614885294
Poum,-20.2333,164.0167,80.04,79,100,10.67,NC,1614885081
Nikolskoye,59.7035,30.7861,28.4,59,90,11.18,RU,1614885116
Pisco,-13.7,-76.2167,80.01,78,40,12.66,PE,1614885279
Buchanan,5.8808,-10.0467,80.6,83,40,8.14,LR,1614885295
Saint George,37.1041,-113.5841,55.99,44,40,3.44,US,1614885295
Kapaa,22.0752,-159.319,71.6,68,40,20.71,US,1614885295
Itapora,-22.0799,-54.7874,79.16,84,100,10.94,BR,1614885296
Kalmar,56.6616,16.3616,33.01,86,90,2.3,SE,1614885296
Klaksvík,62.2266,-6.589,33.8,75,75,6.91,FO,1614885110
Souillac,-20.5167,57.5167,75.2,88,20,6.91,MU,1614885296
Dingle,10.9995,122.6711,74.79,91,20,7.92,PH,1614885297
Cidreira,-30.1811,-50.2056,80.08,71,90,5.61,BR,1614885297
Torbay,47.6666,-52.7314,34.0,69,75,18.41,CA,1614885297
Butaritari,3.0707,172.7902,81.46,79,71,18.3,KI,1614885298
Mataura,-46.1927,168.8643,55.0,79,100,4.41,NZ,1614885299
Kibala,9.1104,18.3463,73.4,40,0,3.4,TD,1614885299
Cherskiy,68.75,161.3,-17.16,98,100,5.44,RU,1614885013
Kavaratti,10.5669,72.642,83.28,55,0,1.97,IN,1614884753
Vilyuysk,63.7553,121.6247,-31.9,96,18,5.61,RU,1614885300
Santa Maria,-29.6842,-53.8069,75.2,83,75,8.05,BR,1614885043
Ulaanbaatar,47.9077,106.8832,-7.6,64,0,2.24,MN,1614885300
Morant Bay,17.8815,-76.4093,84.99,61,20,10.36,JM,1614885300
Bluff,-46.6,168.3333,55.0,79,100,4.81,NZ,1614885301
Narva-Jõesuu,59.4589,28.0408,27.0,80,99,9.28,EE,1614885301
Padang,-0.9492,100.3543,77.0,94,75,2.3,ID,1614885302
Provideniya,64.3833,-173.3,7.5,95,100,33.17,RU,1614885302
Belyy Yar,53.6039,91.3903,15.8,73,83,4.47,RU,1614885345
Ulcinj,41.9294,19.2244,50.0,76,0,3.44,ME,1614885345
Ailigandí,9.2333,-78.0167,80.8,68,1,12.75,PA,1614885346
Hambantota,6.1241,81.1185,77.0,94,1,5.75,LK,1614885075
Yellowknife,62.456,-114.3525,-6.0,71,75,16.11,CA,1614885307
Maragogi,-9.0122,-35.2225,81.37,76,0,12.17,BR,1614885346
Gladstone,-23.85,151.25,71.6,73,40,6.91,AU,1614885347
Carnarvon,-24.8667,113.6333,73.4,88,40,8.05,AU,1614885347
Synya,65.3718,58.0387,6.06,96,100,2.37,RU,1614885347
Mar del Plata,-38.0023,-57.5575,75.2,88,75,5.75,AR,1614885108
Cabra,37.4725,-4.4421,55.99,64,100,7.07,ES,1614885348
San Patricio,28.017,-97.5169,71.6,60,75,14.97,US,1614885348
Maralal,1.0968,36.698,62.78,72,27,7.02,KE,1614885350
Paka,4.6374,103.4368,80.01,89,55,3.44,MY,1614885350
Port Lincoln,-34.7333,135.8667,60.19,87,71,13.6,AU,1614885351
Alice Springs,-23.7,133.8833,73.4,20,27,6.91,AU,1614884883
Conakry,9.538,-13.6773,84.2,70,0,9.22,GN,1614885351
Husavik,66.0449,-17.3389,41.0,70,20,12.66,IS,1614885352
Bullhead City,35.1478,-114.5683,66.0,36,1,6.91,US,1614885352
Nouadhibou,20.931,-17.0347,66.2,68,100,21.85,MR,1614885352
Talnakh,69.4865,88.3972,-6.84,95,100,8.9,RU,1614885352
North Platte,41.1239,-100.7654,68.0,17,1,19.57,US,1614885353
Timiryazevskiy,56.49,84.8769,26.01,84,100,13.51,RU,1614885239
Airai,-8.9266,125.4092,59.68,95,16,0.87,TL,1614884821
Lüderitz,-26.6481,15.1594,73.29,57,0,18.95,NA,1614885109
Bethel,41.3712,-73.414,41.0,36,20,13.8,US,1614885354
La Reforma,18.1,-91.0167,85.91,58,2,3.51,MX,1614885354
Alofi,-19.0595,-169.9187,77.0,94,100,8.05,NU,1614884761
Alta Floresta,-9.8756,-56.0861,87.8,62,40,2.3,BR,1614885355
Guerrero Negro,27.9769,-114.0611,65.52,50,34,15.73,MX,1614884871
Znamenka,52.4167,41.4311,32.2,97,100,12.77,RU,1614885355
Laas,46.6166,10.7002,44.01,75,0,1.95,IT,1614885147
Quepos,9.4236,-84.1652,82.4,47,20,18.41,CR,1614885303
Moïssala,8.3404,17.7663,84.79,13,100,2.53,TD,1614885356
Miesbach,47.789,11.8338,50.0,53,100,3.76,DE,1614885357
Rawson,-43.3002,-65.1023,64.45,62,31,11.79,AR,1614885357
Ostrovnoy,68.0531,39.5131,14.54,92,100,13.22,RU,1614885358
Chara,56.9064,118.2631,-27.89,64,0,2.33,RU,1614885358
Grindavik,63.8424,-22.4338,41.0,87,75,8.05,IS,1614885307
Atar,20.5169,-13.0499,80.42,13,100,11.34,MR,1614885143
Korla,41.7597,86.1469,39.11,61,0,3.0,CN,1614885359
Nagorsk,59.3172,50.8078,21.6,97,100,11.83,RU,1614885359
Berlevåg,70.8578,29.0864,26.6,63,75,14.97,NO,1614885359
Orbetello,42.4408,11.2196,50.0,87,75,4.61,IT,1614885360
San Luis,-33.295,-66.3356,89.83,26,7,7.81,AR,1614885127
Tasiilaq,65.6145,-37.6368,33.8,86,90,2.3,GL,1614885105
Mīrābād,30.4362,61.8383,68.94,24,0,6.11,AF,1614885405
Maniitsoq,65.4167,-52.9,36.45,78,90,9.08,GL,1614885405
Bud,39.447,-86.1758,50.0,37,1,10.36,US,1614885406
Valdez,1.2492,-78.9831,82.2,73,60,10.42,EC,1614885406
São Félix do Xingu,-6.6447,-51.995,86.72,65,53,1.72,BR,1614885406
Vila Franca do Campo,37.7167,-25.4333,59.0,72,20,19.57,PT,1614885407
Niamey,13.5137,2.1098,93.2,8,0,5.75,NE,1614885258
Lavrentiya,65.5833,-171.0,1.08,93,100,25.48,RU,1614885408
Harvard,42.4222,-88.6137,36.0,62,0,7.65,US,1614885409
Holme,56.1138,10.1725,32.0,80,0,3.44,DK,1614885409
Caucayá,-0.1934,-74.7819,89.91,47,71,3.24,CO,1614885410
Pemberton,50.3164,-122.8027,41.0,60,90,2.64,CA,1614885411
Oyem,1.5995,11.5793,71.35,92,76,2.84,GA,1614885412
Mount Darwin,-16.7725,31.5838,67.24,90,97,2.33,ZW,1614885412
Mwinilunga,-11.7358,24.4293,62.94,96,100,3.38,ZM,1614885412
Turukhansk,65.8167,87.9833,-0.49,91,99,17.27,RU,1614885412
Lebu,-37.6167,-73.65,65.17,72,0,16.8,CL,1614885413
Sitka,57.0531,-135.33,37.4,87,40,3.44,US,1614885377
Polyarny,69.1989,33.4478,14.0,92,40,8.95,RU,1614885413
Los Llanos de Aridane,28.6585,-17.9182,66.2,72,20,13.8,ES,1614885413
Kirakira,-10.4544,161.9205,78.98,86,100,11.16,SB,1614884934
Lázaro Cárdenas,17.9583,-102.2,82.15,54,0,9.35,MX,1614885414
Lleida,41.6167,0.6167,57.0,87,12,2.3,ES,1614885178
Vostok,46.4856,135.8833,26.33,98,100,5.95,RU,1614885415
Lata,40.1629,-8.3327,59.0,85,100,5.99,PT,1614885415
Saskylakh,71.9167,114.0833,-33.29,81,87,6.11,RU,1614885124
Ascoli Piceno,42.8548,13.5749,48.99,61,0,3.47,IT,1614885265
Comodoro Rivadavia,-45.8667,-67.5,59.0,94,90,6.91,AR,1614885416
Didsbury,53.417,-2.2315,41.0,65,75,12.66,GB,1614885305
Merrill,45.1805,-89.6835,35.6,41,1,3.02,US,1614885416
Garoua Boulaï,5.8833,14.55,74.77,20,100,5.53,CM,1614885417
Kieta,-6.2167,155.6333,79.12,77,100,8.41,PG,1614885417
Skjervøy,70.0311,20.9714,24.8,93,90,5.75,NO,1614885417
Karakol,42.4907,78.3936,32.16,80,100,5.57,KG,1614885418
Hong Kong,22.2855,114.1577,68.0,89,99,9.31,HK,1614885120
Bogandinskiy,56.8937,65.8938,15.8,86,0,8.95,RU,1614885418
Qixingtai,30.4135,111.8874,55.99,78,94,3.49,CN,1614885418
Stornoway,58.2093,-6.3865,39.2,65,75,5.75,GB,1614885419
Ancud,-41.8697,-73.8203,73.4,46,0,8.05,CL,1614885419
Dikson,73.5069,80.5464,-29.13,83,3,12.48,RU,1614885419
Phek,25.6667,94.5,43.72,72,0,1.12,IN,1614885420
Castro,-24.7911,-50.0119,73.08,76,97,9.98,BR,1614885420
Touros,-5.1989,-35.4608,84.2,70,40,14.97,BR,1614885465
City of San Pedro,14.35,121.0167,78.8,78,20,3.44,PH,1614885465
São José dos Pinhais,-25.5347,-49.2064,73.99,78,75,10.36,BR,1614885465
Tete,-16.1564,33.5867,80.01,94,75,5.75,MZ,1614885467
Flin Flon,54.7682,-101.865,32.0,64,40,3.44,CA,1614885467
Cabo San Lucas,22.8909,-109.9124,81.0,36,75,9.22,MX,1614885357
Pilar,-9.5972,-35.9567,80.6,78,75,14.97,BR,1614885285
Iquique,-20.2208,-70.1431,77.0,65,0,14.97,CL,1614885357
Zykovo,55.9519,93.1461,23.0,58,0,11.18,RU,1614885469
Buraidah,26.326,43.975,73.4,49,0,8.05,SA,1614885469
Awjilah,29.1081,21.2869,57.58,40,0,7.96,LY,1614885469
Nanchong,30.7951,106.0847,55.98,60,100,4.76,CN,1614885307
Longyearbyen,78.2186,15.6401,3.2,78,20,13.8,SJ,1614885470
Constitución,-35.3333,-72.4167,73.96,48,4,18.03,CL,1614885470
Morón,-34.6534,-58.6198,86.0,54,85,5.01,AR,1614885470
Dwārka,22.2394,68.9678,75.65,74,0,8.05,IN,1614885472
Adrar,20.5022,-10.0711,78.08,15,100,9.31,MR,1614885172
Tashtyp,52.7939,89.8983,11.07,90,100,2.15,RU,1614885472
Champasak,14.75,106.0,75.15,67,0,0.87,LA,1614885473
Teguise,29.0605,-13.564,66.2,63,20,8.05,ES,1614885473
Narsaq,60.9167,-46.05,50.0,32,75,39.12,GL,1614885473
Remontnoye,46.5614,43.6501,35.6,75,0,13.42,RU,1614885474
Anadyr,64.75,177.4833,3.2,78,40,6.71,RU,1614885474
Yangi Marg`ilon,40.4272,71.7189,46.4,76,90,4.61,UZ,1614885475
Ahipara,-35.1667,173.1667,62.49,85,3,2.48,NZ,1614885475
Puerto Quijarro,-17.7833,-57.7667,87.58,61,94,4.79,BO,1614885476
Izhma,65.0083,53.9113,3.56,94,96,3.13,RU,1614885476
Salalah,17.0151,54.0924,75.2,88,0,2.3,OM,1614885476
Geraldton,-28.7667,114.6,68.0,94,1,9.22,AU,1614885476
Antrim,54.6667,-6.25,42.01,87,75,8.05,GB,1614885188
Skibbereen,51.55,-9.2667,37.4,87,75,6.91,IE,1614885477
Faanui,-16.4833,-151.75,83.19,74,100,12.26,PF,1614885416
Allada,6.6655,2.1514,86.0,84,40,14.97,BJ,1614885478
Waverley,-25.7023,28.2591,69.01,73,99,1.14,ZA,1614885478
Praia da Vitória,38.7333,-27.0667,61.0,72,20,11.43,PT,1614885478
Candelaria,13.9311,121.4233,75.0,93,25,5.14,PH,1614885478
Varkaus,62.3153,27.873,23.0,68,20,11.5,FI,1614885479
Haapiti,-17.5667,-149.8667,86.0,70,40,5.75,PF,1614885479
Boa Vista,2.8197,-60.6733,89.6,48,75,9.22,BR,1614885480
Kiama,-34.6833,150.8667,62.01,88,8,1.01,AU,1614885481
Bengkulu,-3.8004,102.2655,77.05,85,100,5.73,ID,1614885481
Sinnamary,5.3833,-52.95,81.07,77,8,12.75,GF,1614885482
Tonantins,-2.8731,-67.8022,79.74,91,94,5.08,BR,1614885482
Majene,-3.5403,118.9707,78.17,80,99,5.61,ID,1614885483
Morro Bay,35.3658,-120.8499,64.0,81,0,4.0,US,1614885483
Zyryanka,65.75,150.85,-14.69,91,100,29.15,RU,1614885525
Markova,48.6758,24.4138,48.2,46,0,4.47,UA,1614885525
Sturgeon Falls,46.3646,-79.9326,16.0,40,1,12.66,CA,1614885525
Tilichiki,60.4667,166.1,-16.08,84,98,14.97,RU,1614885526
Asău,46.4333,26.4,54.0,30,0,14.97,RO,1614885526
Guía de Isora,28.2115,-16.7795,66.2,68,20,6.91,ES,1614885526
Tabou,4.423,-7.3528,80.37,85,51,9.08,CI,1614885527
Mabay,6.0577,124.4666,78.03,80,97,4.16,PH,1614885527
Lufilufi,-13.8745,-171.5986,82.4,89,20,11.54,WS,1614885527
Lorengau,-2.0226,147.2712,81.45,81,100,7.92,PG,1614885527
Ust-Kuyga,70.0167,135.6,-21.44,96,100,3.67,RU,1614885527
Mount Gambier,-37.8333,140.7667,53.6,87,75,6.91,AU,1614885528
Mundo Nuevo (Ojo de Agua),18.7,-95.5,75.63,79,100,9.95,MX,1614885528
Oktyabr'skoye,43.0645,44.7417,32.0,74,0,6.71,RU,1614885528
Suşehri,40.1644,38.0867,28.38,85,0,1.14,TR,1614885528
Mirpur Mathelo,28.0227,69.5489,75.99,15,70,5.5,PK,1614885528
Lompoc,34.6391,-120.4579,60.8,55,20,9.22,US,1614885244
Taoudenni,22.6783,-3.9836,75.97,17,0,10.4,ML,1614885529
Erenhot,43.6475,111.9767,18.21,73,44,17.25,CN,1614885529
Zelenoborskiy,66.845,32.3622,14.0,86,48,7.74,RU,1614885529
Latung,5.5,120.8833,81.72,74,0,6.71,PH,1614885529
Bulawayo,-20.15,28.5833,64.8,64,1,6.08,ZW,1614885530
Langsa,4.4683,97.9683,75.51,88,14,1.68,ID,1614885530
Bidor,4.1139,101.2884,78.8,94,20,1.14,MY,1614885530
Rudnogorsk,57.2639,103.7519,-13.04,91,100,3.11,RU,1614885531
Salinópolis,-0.6136,-47.3561,82.29,78,100,8.32,BR,1614885531
Peniche,39.3558,-9.3811,57.0,88,100,10.0,PT,1614885307
Largo,27.9095,-82.7873,72.0,56,0,12.66,US,1614885525
Palmer,42.1584,-72.3287,37.0,41,75,17.27,US,1614885533
Garoowe,8.4054,48.4845,70.5,72,93,16.44,SO,1614885534
Inuvik,68.3499,-133.7218,-13.0,70,81,5.75,CA,1614885534
Buckeye,33.3703,-112.5838,69.01,38,0,1.01,US,1614885373
San Juan,-31.5375,-68.5364,92.48,23,0,7.56,AR,1614885405
Ngunguru,-35.6167,174.5,57.0,97,0,1.99,NZ,1614885535
Fairlie,55.756,-4.8556,39.99,60,90,11.5,GB,1614885536
Lenauheim,45.8719,20.7994,48.99,100,0,5.75,RO,1614885536
Bangassou,4.7413,22.8184,78.82,23,0,1.7,CF,1614885536
Kisangani,0.5167,25.2,81.45,48,54,2.13,CD,1614885537
Kiryat Gat,31.61,34.7642,54.0,100,11,4.85,IL,1614885537
Samarai,-10.6167,150.6667,81.34,75,100,11.03,PG,1614885537
Keetmanshoop,-26.5833,18.1333,84.2,26,81,4.61,NA,1614885538
Havelock,34.8791,-76.9013,69.01,24,1,11.5,US,1614885363
Poanas,25.7667,-103.6167,84.2,14,40,3.62,MX,1614885538
Bria,6.5423,21.9863,81.18,20,0,2.17,CF,1614885538
Nara,34.6851,135.8049,52.0,76,100,7.7,JP,1614885539
Clyde River,70.4692,-68.5914,-18.4,76,20,10.36,CA,1614885460
Sabalgarh,26.25,77.4,70.99,20,0,3.85,IN,1614885585
Merauke,-8.4667,140.3333,77.54,90,100,14.03,ID,1614885585
Santa Cruz de la Sierra,-17.8,-63.1667,86.0,65,75,8.05,BO,1614885401
Tromsø,69.6496,18.957,25.0,93,90,2.3,NO,1614885522
Buala,-8.145,159.5921,77.31,84,100,4.9,SB,1614885586
Tuatapere,-46.1333,167.6833,55.0,79,100,4.47,NZ,1614885587
Monrovia,6.3005,-10.7969,80.6,83,40,7.34,LR,1614885587
College,64.8569,-147.8028,-0.99,71,75,4.61,US,1614885587
Haines Junction,60.7522,-137.5108,19.4,63,100,4.61,CA,1614885587
Narrabri,-30.3167,149.7833,55.4,82,0,2.62,AU,1614885588
Priyutnoye,46.1011,43.5072,35.17,75,0,10.85,RU,1614885589
Ewo,-0.8725,14.8206,84.42,57,84,6.82,CG,1614885589
Chapleau,47.8405,-83.4034,14.0,44,1,10.36,CA,1614885589
Oistins,13.0667,-59.5333,82.4,61,40,18.41,BB,1614885589
Pitanga,-24.7572,-51.7614,68.31,98,100,5.14,BR,1614885590
Bulgan,48.8125,103.5347,5.61,84,0,1.66,MN,1614885590
Lokosovo,61.1333,74.8167,21.25,96,100,5.93,RU,1614885590
Xining,36.6167,101.7667,30.88,72,100,1.95,CN,1614885590
Emirdağ,39.0197,31.15,35.92,78,0,2.04,TR,1614885592
Naze,28.3667,129.4833,63.19,85,73,15.23,JP,1614885592
Suntar,62.1444,117.6319,-25.89,83,37,6.38,RU,1614885592
Bandarbeyla,9.4942,50.8122,76.62,79,100,13.65,SO,1614885592
Sawtell,-30.3833,153.1,66.99,72,0,12.66,AU,1614885593
Ucluelet,48.9329,-125.5528,45.0,93,90,24.16,CA,1614885311
Fortuna,40.5982,-124.1573,57.0,58,100,4.0,US,1614885593
Araouane,18.9048,-3.5265,80.17,15,100,11.16,ML,1614885594
Lakatoro,-16.0999,167.4164,77.56,90,100,13.67,VU,1614885594
Jasper,37.2001,-94.3502,69.8,24,1,11.5,US,1614885307
Liku,-0.7275,119.8922,74.7,84,98,2.13,ID,1614885594
Krasnosel'kup,65.7,82.4667,9.46,95,99,11.27,RU,1614885594
Ponta do Sol,32.6667,-17.1,61.0,72,98,3.0,PT,1614885595
Smithers,54.7804,-127.1743,39.2,60,75,4.61,CA,1614885316
Rumoi,43.9344,141.6428,36.14,84,100,10.33,JP,1614885595
Cayenne,4.9333,-52.3333,86.0,66,75,11.5,GF,1614885596
Moose Factory,51.2585,-80.6094,5.0,39,1,16.11,CA,1614885596
Kavieng,-2.5744,150.7967,82.49,77,99,10.2,PG,1614885596
Indramayu,-6.3264,108.32,78.71,82,100,5.84,ID,1614885596
Suicheng,33.8963,117.9331,47.75,74,99,5.14,CN,1614885597
Sawang Daen Din,17.4753,103.4575,75.0,82,0,1.23,TH,1614885597
Hofn,64.2539,-15.2082,39.74,72,0,4.92,IS,1614885598
Ust'-Kulom,61.6864,53.6902,12.31,96,92,3.98,RU,1614885598
Atambua,-9.1061,124.8925,73.47,88,8,1.61,ID,1614885598
Malé,4.1748,73.5089,84.2,74,40,16.11,MV,1614885309
Kenai,60.5544,-151.2583,14.0,71,1,4.61,US,1614885418
Puerto Carreño,6.189,-67.4859,95.02,33,100,5.59,CO,1614885598
Togur,58.3631,82.8265,28.87,97,100,15.55,RU,1614885599
Ilulissat,69.2167,-51.1,26.6,68,40,9.22,GL,1614885599
Dargaville,-35.9333,173.8833,59.94,91,17,3.2,NZ,1614885599
Tianmen,30.6516,113.1603,54.07,77,100,7.0,CN,1614885645
Vyazemskiy,47.5378,134.7525,32.0,99,100,6.29,RU,1614885645
Āwash,8.9833,40.1667,76.46,24,6,5.28,ET,1614885645
Sobolevo,54.4299,31.8996,27.64,90,100,6.85,RU,1614885646
Ekhabi,53.5102,142.9671,-6.11,91,100,11.79,RU,1614885646
Huarmey,-10.0681,-78.1522,77.79,71,77,9.08,PE,1614885646
Tura,25.5198,90.2201,65.19,27,0,2.28,IN,1614885647
